ID	TCGA-AA-3660-11A-01R-1723-07	TCGA-AA-3522-11A-01R-A32Z-07	TCGA-AA-3511-11A-01R-1839-07	TCGA-A6-2680-11A-01R-A32Z-07	TCGA-AA-3712-11A-01R-1723-07	TCGA-AZ-6603-11A-02R-1839-07	TCGA-A6-2678-11A-01R-A32Z-07	TCGA-AZ-6599-11A-01R-1774-07	TCGA-AA-3655-11A-01R-1723-07	TCGA-A6-5665-11A-01R-1653-07	TCGA-AA-3527-11A-01R-A32Z-07	TCGA-A6-2686-11A-01R-A32Z-07	TCGA-AA-3496-11A-01R-1839-07	TCGA-AA-3514-11A-01R-A32Z-07	TCGA-A6-5659-11A-01R-1653-07	TCGA-AZ-6600-11A-01R-1774-07	TCGA-AA-3663-11A-01R-1723-07	TCGA-A6-2684-11A-01R-A32Z-07	TCGA-AA-3662-11A-01R-1723-07	TCGA-A6-2675-11A-01R-1723-07	TCGA-A6-2679-11A-01R-A32Z-07	TCGA-A6-5667-11A-01R-1723-07	TCGA-AA-3531-11A-01R-A32Z-07	TCGA-A6-2671-11A-01R-A32Z-07	TCGA-AA-3713-11A-01R-1723-07	TCGA-AA-3520-11A-01R-A32Z-07	TCGA-A6-2682-11A-01R-A32Z-07	TCGA-AZ-6601-11A-01R-1774-07	TCGA-AZ-6605-11A-01R-1839-07	TCGA-A6-5662-11A-01R-1653-07	TCGA-AZ-6598-11A-01R-1774-07	TCGA-AA-3525-11A-01R-A32Z-07	TCGA-AA-3489-11A-01R-1839-07	TCGA-AA-3517-11A-01R-A32Z-07	TCGA-AA-3518-11A-01R-1672-07	TCGA-AA-3697-11A-01R-1723-07	TCGA-AA-3534-11A-01R-A32Z-07	TCGA-A6-2685-11A-01R-A32Z-07	TCGA-A6-2683-11A-01R-A32Z-07	TCGA-CM-6169-01A-11R-1653-07	TCGA-AA-3697-01A-01R-1723-07	TCGA-A6-A56B-01A-31R-A28H-07	TCGA-A6-5659-01A-01R-1653-07	TCGA-AA-3930-01A-01R-1022-07	TCGA-DM-A1DA-01A-11R-A155-07	TCGA-CK-6747-01A-11R-1839-07	TCGA-AA-3851-01A-01R-1022-07	TCGA-D5-5538-01A-01R-1653-07	TCGA-AA-3858-01A-01R-0905-07	TCGA-AA-3833-01A-01R-0905-07	TCGA-AA-3812-01A-01R-0905-07	TCGA-AD-6548-01A-11R-1839-07	TCGA-AM-5820-01A-01R-1653-07	TCGA-CM-5344-01A-21R-1723-07	TCGA-AZ-6603-01A-11R-1839-07	TCGA-D5-6926-01A-11R-1928-07	TCGA-AZ-5407-01A-01R-1723-07	TCGA-AA-3870-01A-01R-1022-07	TCGA-A6-5666-01A-01R-1653-07	TCGA-AA-A01F-01A-01R-A002-07	TCGA-AA-A01S-01A-21R-A083-07	TCGA-AA-3713-01A-21R-1723-07	TCGA-CA-5797-01A-01R-1653-07	TCGA-NH-A5IV-01A-42R-A37K-07	TCGA-D5-6531-01A-11R-1723-07	TCGA-G4-6304-01A-11R-1928-07	TCGA-AA-3548-01A-01R-1873-07	TCGA-AY-4071-01A-01R-1113-07	TCGA-D5-6924-01A-11R-1928-07	TCGA-A6-2681-01A-01R-1410-07	TCGA-A6-2679-01A-02R-1410-07	TCGA-CM-5868-01A-01R-1653-07	TCGA-CM-6167-01A-11R-1653-07	TCGA-G4-6626-01A-11R-1774-07	TCGA-AA-3815-01A-01R-1022-07	TCGA-AA-3869-01A-01R-1022-07	TCGA-AA-3495-01A-01R-1410-07	TCGA-3L-AA1B-01A-11R-A37K-07
PCDHGC3	2.1429	2.5696	3.8396	1.4303	2.6188	5.5967	3.2059	5.5499	1.9564	2.2888	3.005	2.9755	5.1063	1.7059	1.8784	4.2159	3.7306	1.5734	2.996	5.3895	2.4231	2.3189	2.038	2.745	1.4469	2.5803	2.6096	4.045	6.8903	3.3558	3.3548	1.6794	3.3342	3.0421	3.1906	3.7977	3.0663	2.4046	2.5448	2.6075	1.2878	1.5641	0.6296	0.9619	0.1649	0.4481	0.6098	1.215	2.2235	1.2706	1.4611	1.0796	1.8046	0.815	3.2505	4.59	0.3067	1.2556	0.2388	3.5512	0.0659	1.1935	2.9919	2.3658	0.8687	0.0082	0.4699	1.775	2.2934	1.6578	0.6498	0.3407	5.4813	1.7818	0.3109	2.2266	0.5175	1.2857
CBX8	1.6692	1.6628	1.7822	1.2407	1.4732	1.5481	1.6083	1.1349	1.6234	0.8461	1.1174	1.0539	1.0609	0.8963	0.9286	0.6303	1.2058	1.6685	1.3726	0.676	1.4658	1.5844	0.7323	1.2421	1.3785	1.2728	1.5006	1.4845	0.8095	1.0218	1.2575	1.4245	1.2244	1.3808	1.3404	1.5769	1.3583	1.4552	1.227	3.4454	5.8506	7.3255	4.2881	3.4654	4.1283	2.2543	3.9663	6.3913	4.0645	4.628	7.363	3.8523	3.2901	4.6718	4.5056	6.5783	3.2726	3.4803	4.6466	2.4887	5.2375	3.5612	2.5973	2.7041	5.1113	5.0068	5.9436	3.7613	5.4586	6.2677	9.1118	3.5479	1.9945	4.8486	3.7498	2.1795	3.1	4.3156
GPSM2	1.2532	1.2107	1.051	0.8969	0.9511	1.2743	1.1837	1.1678	1.2981	0.7772	1.1317	1.188	1.3704	1.555	1.031	0.979	1.3512	0.735	1.0045	1.3767	1.078	1.1731	0.7555	1.1087	1.1506	1.1087	0.9106	1.5929	1.9548	1.4425	1.4076	1.0449	1.6047	0.8169	0.9895	1.3094	1.2204	1.4996	1.4009	2.9973	5.6252	6.793	7.5455	1.9938	2.0018	2.7523	5.0066	3.8951	3.6752	1.5289	1.2976	4.0584	2.1856	4.3663	4.8432	5.1504	4.182	1.2434	5.0938	1.5897	3.667	2.106	6.6428	3.8847	2.3035	2.498	2.5159	2.9754	4.2288	2.7713	0.7601	4.0399	1.5326	4.2593	2.2422	3.4226	4.1503	3.8148
TIMELESS	3.9568	5.2527	9.7446	2.1881	4.4619	5.1982	4.0049	6.59	3.8865	2.6648	4.4221	4.1186	3.9113	7.8924	2.9937	4.476	4.3028	3.5104	3.2524	3.2286	5.0741	5.2375	3.0042	2.9042	5.1224	4.9738	4.86	4.5217	1.4494	3.5327	5.8077	5.2174	4.2585	4.35	2.3835	7.4825	5.0023	6.2329	5.1574	5.6954	15.2425	11.8857	10.155	8.7858	10.8112	11.3594	10.1697	8.506	9.1229	7.953	4.8486	12.8675	8.8775	8.3723	9.8718	13.7496	8.2202	4.7267	8.1463	3.9269	10.1371	13.0175	11.53	13.7018	17.1829	10.1769	6.2095	5.1187	17.2682	7.8119	2.2549	8.5089	5.6797	17.5911	9.5507	7.5314	6.3508	10.1649
ANPEP	88.2038	352.2493	83.4921	3558.471	176.8661	17.4226	301.1229	208.759	80.9545	441.5996	647.9147	805.8542	254.1643	637.7989	337.6159	103.483	369.3732	449.7406	43.3127	116.2761	565.636	125.1839	602.7664	206.9259	189.3791	576.9094	551.8533	54.085	32.9806	262.52	316.6226	241.3053	9.4395	233.8808	482.5631	83.5729	409.1144	172.8047	511.3514	11.7571	12.7174	3.7931	3.3262	26.49	1.933	349.4758	15.9994	12.9004	6.345	40.8453	39.7516	18.6605	8.0289	54.0988	26.0018	6.9186	1.9862	94.9242	2.4786	3.0894	4.122	40.0842	23.822	5.2862	4.5797	2.4363	29.4602	10.3798	10.2662	9.2863	12.0396	2.7661	7.481	2.1152	78.7398	6.5124	18.3644	5.9432
UGT2B15	10.257	20.0983	15.2094	18.672	12.3134	5.1351	44.8919	42.0814	0.1016	13.1304	38.368	30.3325	23.8514	23.9342	26.6812	0.2261	29.0377	20.6853	10.4319	12.8896	39.6459	0.2891	22.6206	0.3056	1.9567	19.331	0.2856	18.6132	3.8709	26.7638	0.2089	54.4099	20.9246	17.1599	33.5774	9.4273	0.555	0.3314	27.5837	0.1009	0.6859	0.1442	1.974	4.1866	0.2023	16.1975	9.6519	0.2351	0.2062	0.316	2.2156	1.4644	0.9309	0.9811	0.9823	0.2351	8.8317	0.4725	1.1555	0.0509	1.2367	1.2148	0.6965	0.2936	0.8485	0.1885	11.4628	2.754	0.2545	2.504	4.1696	0.4463	0.1512	0.5328	1.8121	5.5204	0.0537	0.2361
CD22	1.4338	1.4041	21.7122	0.2838	0.8477	0.6771	1.238	0.2271	1.4965	2.6106	0.6829	0.4414	0.6342	0.9443	2.4014	1.9523	1.8705	1.2249	1.6084	0.3097	1.7852	3.6993	3.7221	0.3385	0.2228	1.915	4.9368	3.3595	0.139	2.2843	4.1348	8.531	0.6218	10.7904	0.6776	2.6949	5.2869	0.6236	0.9971	0.5065	0.3165	0.0898	0.2254	0.2452	0.0804	0.1286	0.4581	0.3459	0.1506	0.4965	0.13	0.7388	0.1593	0.2045	0.2793	0.1775	0.2796	0.5763	0.1361	0.0088	0.0145	0.9244	0.1741	0.2575	0.1816	0.0508	0.5488	0.5033	0.6577	0.4867	0.0995	0.1634	2.2242	0.079	0.6979	0.194	0.2511	1.436
KIF18B	1.3131	1.8815	2.9338	0.6621	1.5099	2.8763	1.3085	2.4102	1.2409	0.841	1.2215	1.328	1.1863	2.6059	0.8576	1.5287	1.1428	0.9514	1.0891	0.7402	2.3476	2.1995	1.0254	0.9914	1.4385	1.3484	1.8776	2.1754	0.2096	1.0487	2.7364	2.1297	0.8017	1.0264	0.7771	2.284	2.0377	2.2414	1.9418	2.3283	7.2814	9.6418	5.8072	6.9788	9.5832	5.2189	3.933	3.4248	6.7669	3.8052	5.5215	8.9374	4.647	7.5404	6.432	6.2651	3.3203	6.2295	4.4138	3.2013	15.7794	8.3134	3.9256	9.9991	6.384	5.3735	6.644	2.5317	8.6031	4.3221	3.7402	7.4518	3.1635	10.915	5.5192	2.3848	4.9235	4.5369
SI	18.7433	7.4828	14.1963	420.0482	15.4583	1.5786	12.649	7.4179	31.1674	13.3862	10.4215	11.3107	6.0766	3.8476	14.3923	4.266	4.6034	6.3189	48.0411	6.191	5.2787	50.7481	16.8916	7.1899	4.1884	7.5456	18.8413	7.4754	0.5654	6.9149	4.0764	4.7542	3.8014	5.9772	7.9225	1.5516	7.4019	38.5884	15.1516	0.2894	2.1457	0.0902	0.0108	1.9255	0.2474	0.4315	11.4534	0.1348	0.2229	2.3576	2.3367	1.9564	0.0691	0.7596	1.2592	0.0037	7.0968	0.5631	0	0.0177	0.8233	18.446	0.0538	0.7179	0.2678	1.6967	2.2137	5.7823	0.0118	0.2477	0.5748	0.1581	0.0876	0.6312	8.2775	0.1299	5.81	0.7738
ENPP2	4.8123	11.3685	6.6297	4.4612	8.7926	6.6322	10.3041	15.4667	4.9438	3.9551	5.6969	4.1306	10.8584	4.1035	8.0458	5.824	8.5523	6.5761	7.4088	7.3878	7.3332	6.5035	3.7009	5.2249	6.2176	7.8114	6.8101	6.3561	6.4907	11.9233	5.8329	5.5078	5.485	8.9237	6.4336	9.84	8.4047	3.5736	9.5728	7.8085	3.1225	1.0243	2.0387	2.0324	0.2353	1.7007	3.4951	3.8173	1.2494	2.6058	2.37	2.0732	1.3833	0.9758	1.8914	3.7039	1.598	2.8684	0.6649	0.6135	0.1462	5.3843	2.3653	2.145	4.2875	0.558	3.0912	3.3748	3.1364	2.0586	1.5959	2.1477	7.4119	0.2448	3.6747	4.2649	3.3065	2.4637
PDE6A	2.0836	3.3242	1.9456	0.0287	3.0283	0.0938	1.48	1.468	1.5167	3.1008	1.7857	2.3676	0.798	1.7819	2.0773	1.536	1.4799	3.5255	1.1469	0.6164	1.3434	2.0797	2.3847	1.5725	1.3593	2.2369	1.9773	0.612	0.1807	1.47	1.4124	1.864	0.433	1.54	2.1149	0.543	1.2714	1.7629	1.4758	0.0218	0.1096	0.0083	0.0208	0.0463	0.0086	0.1798	0.1116	0.0643	0.1054	0.2728	0.1297	0.0964	0.015	0.2213	0.2826	0.0154	0.0158	0.0194	0.048	0.0366	0.7116	0.1609	0.0918	0.1493	0.0096	0.1025	0.5011	0.3423	0.1025	0.1219	0.2482	0.0445	0.0363	0.0845	0.0661	0.0239	0.3479	0.0194
SCARA5	19.914	24.946	24.725	8.7389	23.0648	24.1508	31.8038	42.5799	18.1435	20.2123	17.3184	20.8352	30.5136	10.9337	13.1174	35.8389	38.5094	16.3093	27.582	33.958	23.9073	17.6713	10.6637	18.1554	18.6715	25.3748	18.0981	29.1329	18.1977	31.0579	29.0344	15.487	9.7335	25.0098	25.0043	21.0069	22.4442	10.7691	28.8856	1.2906	2.0495	0.267	1.3042	0.6276	0	0.5596	1.6898	0.1203	1.2164	1.5634	3.0555	0.443	0.0408	0.1086	1.3418	0.1249	1.2475	0.5481	0.0638	0.0744	0.0715	4.1007	0.2498	0.0095	0.0218	0.0204	0.5066	2.2005	3.8102	0.9197	1.0508	0.0544	0.6323	0.0265	0.1741	1.2033	1.3485	1.227
PROX1	0.8277	1.2065	1.9816	0.5837	1.5859	1.8325	1.4807	2.5071	1.2023	0.9722	1.2294	1.3752	1.1119	0.6559	1.0066	1.2029	1.1226	0.6591	1.8916	1.2088	0.9199	1.6495	1.2682	1.2698	0.2736	1.212	0.8547	2.5347	1.1162	1.7821	1.3492	0.8895	0.9246	1.0249	1.5011	0.6918	1.1343	1.311	1.9442	13.7419	3.3814	10.5097	6.7799	2.1995	2.8076	5.6126	1.1007	8.472	3.9057	0.3773	0.7264	4.7269	0.2073	1.5202	8.5625	8.9084	0.9581	0.5104	14.9863	7.5495	1.1813	2.7099	7.3531	1.2015	8.7767	3.787	1.4029	1.0944	7.7538	3.6384	0.9442	4.4931	3.3308	3.9337	3.596	2.8052	2.0086	13.6979
ADAM19	1.885	2.1721	6.0181	1.9907	2.887	4.9575	2.2164	2.4767	2.7735	2.7148	2.8938	1.8706	3.8272	1.8125	3.0948	3.2289	4.0722	1.7055	2.2192	5.4127	4.5532	3.6811	2.046	2.4499	1.4477	2.4203	4.3462	5.9599	6.2652	3.43	3.7059	5.6558	3.91	4.2902	1.9591	3.9236	4.0475	2.4905	2.3097	9.4617	16.6636	5.4641	3.3495	3.0152	1.4114	9.2541	3.4826	6.0628	4.6762	8.7942	4.3585	39.5993	9.4977	21.4815	6.0786	8.2966	2.6815	34.0909	2.3197	9.0671	2.6011	4.5507	8.2102	2.2965	3.0522	3.7427	3.852	5.993	8.4769	5.7195	1.832	2.8531	8.6482	3.1232	4.666	4.8749	5.5899	5.9948
MTUS1	7.9059	10.3024	10.4821	8.7593	10.7595	8.4042	10.5001	11.1071	8.075	10.9107	10.6387	10.5028	9.7663	8.7233	13.1153	13.8939	7.7394	8.6103	11.0525	8.6132	9.4448	10.5717	8.6525	7.5272	8.2482	10.5618	10.6125	10.5932	5.1384	7.8572	9.6237	9.7653	7.5072	8.9163	8.4079	9.1317	9.5072	9.3996	10.5345	4.0925	7.0602	3.0951	3.8087	1.751	3.0795	4.8453	3.5232	4.3277	3.1421	7.8052	1.7215	4.1259	3.916	1.6165	3.96	3.9625	7.4449	2.8465	8.0411	7.969	1.635	13.8657	2.843	1.2749	3.1858	4.7644	1.9352	4.9091	8.6508	2.4916	1.1369	2.6095	8.0616	2.2198	6.4487	4.2075	4.7126	7.1675
DDR2	2.1617	3.3941	3.8123	5.265	3.064	27.6628	7.5008	5.952	4.9354	4.1714	5.349	3.8644	14.2554	2.3585	3.9396	6.3663	11.7169	2.1732	7.2565	22.8274	3.085	4.1817	2.9531	7.1177	3.5023	3.7141	2.3698	13.416	28.0742	15.8469	10.1215	2.0628	16.361	3.8949	5.5463	4.9805	3.6344	2.5783	3.6451	7.5327	0.929	3.1329	2.3846	1.065	0.3645	1.5166	1.0222	3.0172	0.9293	2.6174	0.8809	3.5334	3.7226	3.1103	3.3525	6.597	0.3607	2.1889	0.4879	0.2398	0.1209	1.6776	2.3826	1.3249	2.3697	0.2215	0.5847	1.2073	5.822	2.1517	0.0968	1.9193	30.7118	0.4285	0.7999	1.0335	0.8421	2.2394
THRB	3.5582	2.6312	2.4446	0.7111	3.9826	2.9928	4.4868	2.0293	3.1231	5.8305	3.058	1.0018	4.8238	1.7053	1.754	1.5568	2.9237	3.0018	3.8579	4.9264	0.9498	5.7589	5.3916	4.2622	0.7314	2.652	2.1272	3.6926	6.2516	5.0601	1.9934	0.9515	2.6992	4.0357	3.6502	2.3961	1.4121	4.5155	2.3313	0.3289	0.9994	0.1066	0.1749	0.0251	0.0015	0.0411	1.1498	0.1898	0.3788	0.1797	0.2923	0.3482	2.3893	0.3471	1.0529	2.0479	0.2611	0.464	0.1692	0.0743	0.7055	1.2456	0.8583	0.1962	0.2563	0.1671	1.1733	1.1746	0.9572	0.2886	0.2098	0.476	2.4342	0.0973	0.0546	0.1857	0.9149	0.1597
AXDND1	0.6123	1.2086	0.1308	0.0242	0.7385	0.2653	0.5645	0.2883	1.6893	2.305	0.5854	1.1468	0.5891	1.0142	4.156	0.8585	0.2647	1.2366	0.3992	0.165	1.2608	0.2064	0.1568	0.4376	1.4076	0.6972	0.5474	0.5436	0.0505	1.144	0.3894	1.6338	0.7061	0.2634	1.2007	0.4994	1.919	0.1966	0.4803	0.0177	0.0534	0.0404	0.6121	0.1354	0.0105	1.4739	0.6238	0.1689	0.0963	0.1022	0.0132	0.2784	0.2676	0.1602	0.5349	0.0899	2.577	0.0315	0.0417	0.0089	0.3526	0.1588	0.0068	0.4288	0.0196	0.4846	0.4828	0.4401	0.0297	0.7156	0.7307	0.2437	0.1501	1.0479	0.0894	0.0364	0.1789	0.6541
DZIP1	0.5181	0.5624	0.9241	1.0884	0.7316	2.8975	0.8201	0.9299	1.3561	0.5512	0.9466	0.5817	3.2555	0.3807	0.833	0.7656	2.0989	0.4736	1.017	2.0872	0.5212	0.801	0.5173	1.0291	0.7133	0.4709	0.4631	1.2752	4.4235	2.517	1.5162	0.5237	2.1612	0.6316	0.7178	0.9198	0.6774	0.5265	0.494	1.4359	0.2956	0.6973	0.4946	0.3488	0.1057	0.3829	0.5057	0.6217	0.4904	0.5021	0.5297	0.552	0.4795	0.8143	0.7665	1.0415	0.1724	0.5043	0.207	0.1282	0.0686	0.3569	0.4824	0.3008	0.4499	0.0528	0.3077	0.6381	0.9955	0.5773	0.1811	0.5967	3.6333	0.1451	0.3664	0.2979	0.3519	0.7758
TESPA1	0.8286	0.6071	2.2201	0.4344	0.8626	0.5715	0.5972	0.5303	0.936	0.662	0.5392	0.621	0.4836	1.0996	0.6996	0.5314	0.898	0.5561	0.8652	0.4681	1.0416	0.897	0.6982	0.3952	0.4085	0.8357	0.8949	0.6469	0.1568	1.5311	0.6548	1.5807	0.7754	1.6196	0.6374	0.8903	1.4766	0.7298	0.7569	0.7791	0.2128	0.1342	0.1487	0.327	0.0888	0.2001	0.2703	0.2884	0.1938	0.3291	0.0636	0.324	0.0398	0.0943	0.256	0.2215	0.3186	0.1999	0.0454	0.0538	0.0177	0.4691	0.2578	0.4224	0.2409	0.0709	0.2859	0.4288	0.5239	0.2037	0.0912	0.0872	1.1887	0.0598	0.3455	0.3161	0.3524	0.6992
FOXN3	5.9653	8.5646	8.7602	12.5421	7.1372	9.0737	10.4676	7.6801	7.2564	8.9072	8.6203	7.729	11.0528	5.6706	7.03	7.4188	8.8465	6.9654	7.9239	11.6704	5.6523	8.9102	6.7681	8.7363	4.6819	7.3175	6.8012	9.9223	14.8217	9.1028	7.2903	6.5886	7.6723	7.9637	8.4418	5.0516	8.0109	6.3473	6.9041	9.4552	3.6421	5.1258	5.4851	1.8238	1.2343	4.3333	3.0297	3.6456	2.9537	2.8696	1.1567	3.0874	4.8289	3.5024	4.7002	7.507	4.8726	3.0046	3.2933	1.8603	2.1415	5.5964	5.1766	4.3016	3.1761	2.6211	1.8748	2.7399	5.0403	1.8905	0.8252	2.7917	10.2808	4.4557	2.881	2.6246	2.7505	5.7688
B4GALNT4	0.0963	0.4773	0.572	0.3464	0.4012	0.4408	0.387	1.107	0.2671	0.3217	0.4088	0.506	0.4507	0.252	0.2545	0.951	0.8557	0.3614	0.1633	0.4208	0.4519	0.5292	0.2082	0.5967	0.2166	0.4657	0.6757	0.5475	0.4438	0.684	0.8437	0.2883	0.5488	0.3804	0.555	0.4664	0.3255	0.5004	0.4487	0.8886	1.4504	6.9442	0.038	0.1016	0.0236	0.04	0.12	0.2287	18.666	4.9205	1.2241	3.7489	0.231	1.7174	0.1937	0.4719	2.7068	0.2366	3.1252	1.8066	0.6722	5.5554	7.5779	25	0.1702	24.0753	0.1777	3.5329	3.951	0.4456	2.9103	4.5398	0.2583	3.3554	0.0537	1.4184	1.9213	2.0392
SPARCL1	32.5657	31.4831	39.0736	79.6408	36.2837	202.5478	76.5873	91.9253	120.014	34.7551	61.1	40.7673	266.3646	24.9502	50.4385	74.8201	122.9466	24.7086	119.5112	205.6421	47.7664	42.2669	26.4161	67.572	74.6466	41.8575	28.9717	102.4809	382.2228	223.1078	97.9175	24.1864	199.117	42.2049	69.2098	83.2913	48.5018	38.2671	51.5338	79.3669	17.6797	19.4523	30.3521	18.026	5.8451	11.6879	10.8113	21.4415	14.0443	23.9614	7.8825	24.9428	45.6703	27.9038	30.7694	48.5179	11.2275	21.763	12.736	1.8746	1.1835	19.083	22.5966	13.6732	14.43	4.5256	8.7582	9.3573	37.7104	25.7476	3.3533	19.5707	335.2456	9.329	9.007	14.7371	12.3032	41.145
ZBTB33	4.3179	5.1729	5.3293	3.9514	4.2869	4.1625	4.7582	4.1813	4.6609	4.5698	4.6067	4.8095	4.5706	4.7937	5.5082	5.1109	3.8598	3.8943	5.4897	3.4846	4.2708	3.299	3.5117	3.4577	3.7021	4.6558	4.1512	4.9173	2.4438	4.3227	3.627	4.7269	3.8074	4.4604	4.6677	3.3772	5.2473	3.816	5.261	18.8772	9.6051	10.1123	24.1391	8.563	8.3276	6.343	6.8278	16.7468	4.7473	4.5012	2.6245	9.3342	10.8268	7.0125	13.0204	11.0689	5.6922	6.326	14.9281	5.4696	1.8859	7.8029	11.4892	6.031	14.0352	5.772	3.6958	5.8582	15.9234	7.5044	0.8951	7.0641	6.8722	7.5987	5.3409	9.6861	5.6447	13.6643
TUSC3	4.0552	0.8249	5.7318	1.7327	4.0841	4.3377	1.3174	2.0536	3.4021	1.2191	1.3174	1.1179	5.1212	0.8375	1.3351	1.6992	4.4332	1.1224	17.8172	4.903	1.309	2.589	1.891	2.1576	1.7097	4.8876	1.4936	3.2435	4.8892	4.4884	2.1512	0.7188	5.285	1.1928	1.018	2.6075	1.1586	3.5291	1.7176	2.8525	1.1782	0.9131	1.3174	0.821	0.3512	0.9306	1.1258	1.2953	1.2338	1.2794	1.0345	1.0587	1.2817	1.444	1.7094	1.7706	0.6587	1.2212	0.4604	0.1884	0.1207	4.7729	1.2609	0.5353	0.7528	0.0947	1.3253	1.1777	2.0158	1.2117	0.3547	7.2068	6.5119	0.5231	0.5247	1.0837	1.2375	1.3175
TSHZ1	5.4931	8.1717	7.2167	8.6734	8.1528	10.1442	9.9799	8.0901	5.8352	6.5012	7.406	5.5306	8.8857	4.6447	5.6421	5.1383	7.8925	5.6897	7.8513	12.4105	5.4883	8.7263	5.5933	7.5215	3.053	7.4251	6.0856	7.3474	17.1813	10.0204	6.763	4.5743	4.8651	6.1403	9.1132	4.2316	7.0224	6.5777	6.9699	6.8252	3.7628	4.2101	3.9162	2.2063	2.296	3.2147	1.0061	3.9417	2.197	2.6829	3.4521	5.5105	1.7537	5.6659	5.4385	3.7269	2.9507	2.0347	1.2731	3.6144	2.0835	2.5003	7.4587	5.4793	1.8412	3.2356	1.4764	5.6314	5.0544	3.7764	2.185	3.2738	10.1508	2.4893	2.2063	2.1818	2.3899	3.5318
DHX37	3.2349	4.5292	5.1999	1.9812	4.2916	4.297	4.3502	4.6957	2.9916	2.8794	3.5844	4.0057	2.8579	3.68	3.0717	5.3676	3.8409	3.6919	3.8385	4.4501	4.8114	4.7139	2.7989	4.2229	3.7847	4.2058	5.1847	4.9769	1.7902	2.464	4.5589	4.2165	2.8375	4.3337	3.8627	4.9988	4.9458	4.4003	4.3632	6.9538	10.2331	6.7143	6.5563	6.6681	7.1565	7.7667	3.6812	6.8399	10.2969	5.4796	9.7588	7.4865	8.2657	8.2536	9.9529	14.0803	6.6006	6.1294	5.777	6.6801	14.5524	6.321	10.3855	9.6577	12.2589	10.5097	6.7798	6.1866	10.4117	12.3492	10.5332	7.4351	4.1261	10.0659	5.7613	5.0055	4.8457	9.8833
DNMT1	2.4653	4.3382	9.093	1.6458	3.9784	5.3707	3.0329	5.2209	2.7113	2.6138	3.6326	3.174	3.1674	5.5629	1.9729	4.2216	4.0835	2.2502	3.1734	3.7617	5.0787	4.5024	2.403	2.7671	2.3793	4.0606	4.4634	4.9995	2.6842	3.0344	4.4995	4.5994	3.0147	3.7729	2.4128	5.5664	4.9037	5.8818	4.3901	6.9486	10.0669	17.6157	8.6247	7.7979	9.9003	10.1329	4.6448	7.6157	13.9946	5.667	6.9513	10.5746	6.6853	6.7651	9.1059	11.7581	7.4233	7.2744	5.754	5.8065	13.2396	13.441	7.4981	13.274	10.7494	8.2088	7.65	3.9499	11.5694	10.8513	7.751	7.843	4.9406	14.1878	10.6387	5.3132	4.549	7.7268
ADA2	6.9294	8.8822	10.3265	3.1145	12.4221	15.9215	9.5987	5.3399	5.679	4.8808	9.8782	7.7966	8.2709	7.156	9.6813	8.3983	7.6716	11.2337	8.1869	5.6076	18.3346	8.9476	4.4976	9.7205	4.8857	10.1666	12.6544	6.7827	2.5771	4.7583	3.215	18.9846	5.6718	12.5027	8.1053	8.269	13.0214	8.4861	6.9701	11.6898	2.4775	2.0222	1.8194	3.711	0.823	2.468	2.8195	5.7582	2.8978	3.0158	2.9555	6.9977	1.2925	2.0391	7.1801	3.2538	2.1888	5.5218	1.0368	0.2371	0.334	5.3586	3.3251	7.4419	4.6093	1.2737	3.3011	3.9973	9.5742	2.2762	2.5028	8.3588	4.998	0.4452	4.2238	4.0146	2.3454	3.2222
PIK3CD	2.6159	2.8003	8.6112	1.4923	2.3145	5.5049	2.5153	2.0922	3.0239	2.0021	2.8264	2.3377	3.2398	3.1894	2.0591	1.8158	3.5541	2.4358	3.0834	1.9198	6.0467	3.0708	2.8102	1.7358	1.0888	2.6813	3.627	3.2779	2.2098	4.4076	2.4701	6.9918	2.8465	6	2.5901	3.3993	5.1682	2.9552	2.4806	2.8307	1.1607	3.4012	0.6443	1.3456	0.3888	1.1041	1.3763	1.9488	0.9417	2.1707	1.4173	1.6707	0.5745	1.1834	1.7348	2.0812	1.2642	2.0394	0.1726	0.4889	0.1907	3.2455	0.7986	2.9256	1.595	0.7129	1.6554	2.3163	3.5669	1.7654	0.9448	0.6103	3.2605	0.5093	3.3111	1.4056	1.2405	1.9851
CTNNBL1	8.4735	9.1533	12.4504	9.9924	8.0226	10.741	9.6008	8.1519	10.7029	7.0336	9.3602	9.0651	11.7864	9.9047	8.7256	10.5788	9.9146	8.7434	9.2221	11.1672	10.4166	10.0047	7.8187	10.0661	8.3115	10.2706	9.5506	8.7664	11.0484	11.244	9.2962	9.9577	11.558	10.5302	9.2913	12.0449	9.9169	9.6882	9.8546	26.9435	30.3139	23.7982	32.365	18.026	18.3376	11.2527	16.6927	11.1515	20.9288	10.0176	13.9875	16.9538	17.0856	24.4568	30.4171	31.016	10.5102	11.6678	18.5877	27.2768	21.4485	12.1669	27.745	11.6628	16.8112	8.6109	16.194	21.978	24.6895	20.869	22.4499	27.237	19.5169	34.6636	10.0973	11.3602	23.294	18.4101
